Date,Open,High,Low,Close,Adj Close,Volume
2022-10-24,57000.0,60100.0,57000.0,59400.0,57304.87109375,99911808
2022-10-31,59900.0,60300.0,58100.0,60200.0,58076.65625,72779815
2022-11-07,60500.0,63200.0,60400.0,61900.0,59716.69140625,89417702
2022-11-14,62200.0,62700.0,60800.0,61400.0,59234.33203125,60133142
2022-11-21,60900.0,61700.0,59800.0,60100.0,57980.1796875,41568314
2022-11-28,59900.0,63200.0,59800.0,60300.0,58173.12890625,72513479
2022-12-05,59800.0,60600.0,58500.0,59500.0,57401.33984375,58541881
2022-12-12,59600.0,60600.0,58300.0,59500.0,57401.33984375,46694180
2022-12-19,59000.0,59100.0,57700.0,57900.0,55857.76953125,46948180
2022-12-26,58000.0,58400.0,55200.0,55500.0,53542.42578125,46659820
2023-01-02,55400.0,60700.0,54500.0,60700.0,58925.140625,85393023
2023-01-09,60200.0,61600.0,59900.0,61100.0,59313.44921875,65823409
2023-01-16,61200.0,62300.0,59900.0,61800.0,59992.98046875,43870314
2023-01-23,61800.0,65000.0,61800.0,63300.0,61449.125,197315
2023-01-30,63500.0,64000.0,61000.0,61600.0,59798.82421875,520095
2023-02-06,61900.0,63300.0,61600.0,62900.0,61060.80859375,227647
2023-02-13,63600.0,63900.0,61800.0,62700.0,60866.66796875,228883
2023-02-20,62700.0,62800.0,60200.0,60500.0,58730.9921875,11343783
2023-02-27,60800.0,61800.0,60500.0,61500.0,59701.7578125,51153550
2023-03-06,61400.0,61400.0,59100.0,60000.0,58245.6171875,64651831
2023-03-13,59400.0,61300.0,59000.0,60200.0,58439.765625,56949553
2023-03-20,60500.0,63300.0,60100.0,62100.0,60284.2109375,61996095
2023-03-27,62400.0,64000.0,62100.0,63100.0,61254.96875,64582115
2023-04-03,63400.0,66300.0,62300.0,65700.0,64148.28515625,81542696
2023-04-10,66200.0,66600.0,64700.0,65300.0,63757.7265625,76098626
2023-04-17,65900.0,66000.0,64600.0,65200.0,63660.08984375,58084417
2023-04-24,65300.0,65900.0,63300.0,65500.0,63953.00390625,63336894
2023-05-01,66000.0,66300.0,64700.0,65900.0,64343.55859375,42470126
2023-05-08,65800.0,65800.0,63600.0,64500.0,62976.625,50939427
2023-05-15,65800.0,69000.0,64800.0,68500.0,66882.1484375,72331518
2023-05-22,68500.0,70400.0,68000.0,70300.0,68639.6484375,50535210
2023-05-29,71300.0,72700.0,70600.0,71700.0,70006.5703125,92660907
2023-06-05,71700.0,72400.0,70000.0,71000.0,69323.1015625,61076677
2023-06-12,71700.0,72300.0,70900.0,71200.0,69518.3828125,65857908
2023-06-19,70700.0,72500.0,70100.0,72400.0,70690.0390625,56466878
2023-06-26,72500.0,73400.0,71700.0,73000.0,71275.875,52873003
2023-07-03,73400.0,73600.0,69200.0,69500.0,68197.171875,66325430
2023-07-10,70200.0,73500.0,70100.0,73300.0,71925.9375,62912820
2023-07-17,73200.0,73500.0,69400.0,70400.0,69080.3046875,62274565
2023-07-24,70000.0,72400.0,68100.0,69800.0,68491.5390625,101048448
2023-07-31,70100.0,71200.0,67600.0,68500.0,67215.921875,69550062
2023-08-07,69000.0,69600.0,66900.0,67300.0,66038.4140625,61285074
2023-08-14,67300.0,67300.0,65800.0,66600.0,65351.53515625,45418303
2023-08-21,67200.0,68700.0,66300.0,66800.0,65547.796875,47951147
2023-08-28,66900.0,72900.0,66400.0,71200.0,69865.3046875,90284935
2023-09-04,70900.0,71500.0,69600.0,70800.0,69472.8125,59959680
2023-09-11,70800.0,72300.0,70200.0,70200.0,68884.0546875,82550042
2023-09-18,70400.0,70800.0,68300.0,69400.0,68099.0546875,56969895
2023-09-25,70000.0,70000.0,68200.0,68400.0,67117.796875,28029961
2023-10-02,68400.0,68400.0,66000.0,66000.0,65101.42578125,53855989
2023-10-09,66200.0,69700.0,66200.0,67300.0,66383.7265625,86733316
2023-10-16,67700.0,70500.0,67400.0,68400.0,67468.75,74607903
2023-10-23,68700.0,68800.0,66700.0,67300.0,66383.7265625,60394033
2023-10-30,67600.0,70900.0,66900.0,70900.0,69934.71875,77164902
2023-11-06,70600.0,71400.0,69500.0,70400.0,69441.5234375,61362680
2023-11-13,71000.0,73000.0,70600.0,72700.0,71710.2109375,67681913
2023-11-20,73100.0,73400.0,71100.0,71300.0,70329.265625,43384180
2023-11-27,71400.0,72900.0,71300.0,72600.0,71611.5703125,58451279
2023-12-04,72300.0,73000.0,71100.0,73000.0,72006.1171875,49836209
2023-12-11,73300.0,74300.0,72500.0,72900.0,71907.484375,79553371
2023-12-18,73000.0,76300.0,72800.0,75900.0,74866.640625,53772162
2023-12-25,76100.0,78500.0,75700.0,78500.0,77431.2421875,51613487
2024-01-01,78200.0,79800.0,76100.0,76500.0,75815.78125,76613970
2024-01-08,77400.0,77700.0,72700.0,73900.0,73239.03125,119966898
2024-01-15,73500.0,76000.0,70700.0,75100.0,74428.3046875,98334274
2024-01-22,75700.0,75800.0,73300.0,74400.0,73734.5546875,64521215
2024-01-29,75000.0,75300.0,72500.0,74300.0,73635.453125,81810913
2024-02-05,74300.0,75500.0,73300.0,74100.0,73437.2421875,51936407
2024-02-12,74800.0,75200.0,72500.0,73800.0,73139.9296875,74693475
2024-02-19,73700.0,74200.0,72200.0,72800.0,72148.8671875,72288424
2024-02-26,73100.0,75000.0,72000.0,74900.0,74230.0859375,69384717
2024-03-04,74600.0,74800.0,72200.0,72400.0,71752.4453125,84581846
2024-03-11,72600.0,74500.0,72100.0,72800.0,72148.8671875,84901230
2024-03-18,72300.0,79900.0,71700.0,78200.0,77500.5703125,155480919
2024-03-25,79700.0,83300.0,79200.0,82000.0,81266.5859375,120303780
2024-04-01,82900.0,86000.0,82900.0,84500.0,84124.7890625,130657209
2024-04-08,84500.0,84900.0,81200.0,82200.0,81835.0,92989507
2024-04-15,81200.0,81300.0,75100.0,76100.0,75762.0859375,137718706
2024-04-22,76400.0,78800.0,75500.0,76700.0,76359.421875,83853086
2024-04-29,77000.0,79000.0,76600.0,77600.0,77255.4296875,51059536
2024-05-06,79600.0,81500.0,77600.0,78400.0,78051.875,93716847
2024-05-13,78600.0,80300.0,77200.0,78900.0,78549.65625,68128754
2024-05-20,78500.0,79100.0,74000.0,77200.0,76857.203125,123656656
2024-05-27,76500.0,78200.0,73500.0,75700.0,75363.8671875,119240264
2024-06-03,74900.0,78600.0,74900.0,75700.0,75363.8671875,73064125
2024-06-10,75900.0,80500.0,75100.0,78100.0,77753.2109375,109031367
2024-06-17,78700.0,82500.0,78600.0,80600.0,80242.109375,96027124
2024-06-24,80600.0,82100.0,79900.0,81800.0,81436.78125,69384551
2024-07-01,82500.0,88600.0,81000.0,87400.0,87400.0,139596463
2024-07-08,87800.0,88800.0,84100.0,86700.0,86700.0,115365122
2024-07-15,86900.0,88000.0,82600.0,83000.0,83000.0,96631650
2024-07-22,84200.0,84700.0,80100.0,81200.0,81200.0,80334753
2024-07-29,80400.0,86100.0,70200.0,71400.0,71400.0,135223362
2024-08-05,74900.0,76000.0,72300.0,75500.0,75500.0,134647864
2024-08-12,76500.0,80200.0,75500.0,78300.0,78300.0,60170472
2024-08-19,79500.0,79800.0,76000.0,76100.0,76100.0,51714779
2024-08-26,75700.0,76500.0,73500.0,74400.0,74400.0,66809034
2024-09-02,74100.0,74300.0,66600.0,67500.0,67500.0,111653528
2024-09-09,67000.0,67300.0,64200.0,64400.0,64400.0,127390324
2024-09-16,64000.0,64700.0,62200.0,63000.0,63000.0,82148769
2024-09-23,62300.0,63500.0,62200.0,62600.0,62600.0,28542376
